Date,Close,daily_return_pct,volume,volume_current_inclusive_20d
2026-06-22,35002.19921875,,278255900,
2026-06-23,34927.3984375,-0.21370308986164988,306115000,
2026-06-24,34736.1015625,-0.5476986078488233,318857800,
2026-06-25,34850.19921875,0.3284699523482981,252573400,
2026-06-26,34980.0,0.3724534842261873,278542300,
2026-06-29,34823.80078125,-0.44653864708404933,295233900,
2026-06-30,34857.0,0.0953348514670882,283403300,
2026-07-02,34966.69921875,0.3147121632670613,335059900,
2026-07-03,35247.30078125,0.8024822724746583,46651300,
2026-07-06,35212.30078125,-0.09929838377473743,278554000,
2026-07-07,35272.6015625,0.17124919392403903,300704100,
2026-07-08,34935.80078125,-0.9548509787496662,267646300,
2026-07-09,35200.5,0.7576732544572584,250707400,
2026-07-10,35305.30078125,0.2977252631354732,199949200,
2026-07-13,35252.69921875,-0.1489905519454937,247367100,
2026-07-14,35320.5,0.19232791460672694,207974800,
2026-07-15,35416.19921875,0.27094525488031707,211718500,
2026-07-16,35340.19921875,-0.2145910675806384,219388500,
2026-07-17,35263.8984375,-0.2159036534505998,237322600,
2026-07-20,34960.30078125,-0.8609304974833698,198067800,0.7900443651514967
2026-07-21,35369.1015625,1.1693285587212277,221775000,0.8946847435949105
2026-07-22,35485.1015625,0.3279698801368136,223489200,0.916881327094574
2026-07-23,35192.69921875,-0.8240143916031673,239632900,0.9993528660672554
2026-07-24,35369.1015625,0.5012469849315027,194954300,0.8229144822662992
2026-07-27,35568.1015625,0.5626379840278029,242327700,1.0307589155239687
2026-07-28,35749.69921875,0.5105632526686721,252070900,1.0821361919794705
2026-07-29,35333.80078125,-1.163362060629225,285380700,1.2246148263682124
2026-07-30,35505.80078125,0.48678601281770817,245711900,1.0749976451385443
2026-07-31,35226.1015625,-0.7877564020403849,323160300,1.3331961743790595
2026-08-04,35801.6015625,1.6337317343473767,363516700,1.4738559992072762
2026-08-05,36146.3984375,0.9630766780030164,329458400,1.3280274858603647
2026-08-06,36136.30078125,-0.027935442219673146,274042300,1.1032262736985439
2026-08-07,36381.19921875,0.6777075467200744,301046200,1.1997804061291
2026-08-10,36458.30078125,0.21192694071574536,299509100,1.1704340765806793
2026-08-11,36475.8984375,0.04826790023919614,272083600,1.0581493357661216
2026-08-12,36662.1015625,0.5104826281909114,255661900,0.9851491772614724
2026-08-13,36759.30078125,0.2651217868247402,243561700,0.9328002999217738
2026-08-14,36730.30078125,-0.07889159854420624,187274400,0.7216673696788446
2026-08-17,36667.8984375,-0.16989336439590108,212212700,0.8217435033146673
2026-08-18,36367.8984375,-0.8181543333096841,195868700,0.7587782964645934
2026-08-19,36401.80078125,0.09322051921218932,276779700,1.0609172743319895
2026-08-20,36365.3984375,-0.10000149159860028,244828900,0.9346250097583871
2026-08-21,36620.19921875,0.7006681961368333,268889600,1.0207754826439912
2026-08-24,36714.1015625,0.25642226354116726,265095800,0.9931506361771959
2026-08-25,36957.6015625,0.6632328986329039,242694700,0.9091650142815448
2026-08-26,36813.69921875,-0.38937143555336506,229776800,0.8643824389937084
2026-08-27,36834.30078125,0.055961674423388175,239027200,0.9070895707461306
2026-08-28,36553.8984375,-0.7612533367071128,234486300,0.8917566636084028
2026-08-31,36270.5,-0.7752892293678482,337071600,1.2785088880069346
2026-09-01,35825.69921875,-1.2263431197529706,305940000,1.1732381141859727
2026-09-02,36091.6015625,0.7422111767488859,265437800,1.0305684654850467
2026-09-03,36633.1015625,1.5003490467506264,247988200,0.9677144749014333
2026-09-04,36513.80078125,-0.32566388365030674,213153600,0.8462938879496039
2026-09-08,36123.1015625,-1.0700042460401016,294147100,1.1691106978300372
2026-09-09,35906.6015625,-0.5993394549064779,290603700,1.150791711649008
2026-09-10,35506.30078125,-1.114838953926689,275614700,1.08714029743929
2026-09-11,35697.5,0.5384937730572137,214351000,0.850389561700315
2026-09-14,35702.5,0.014006583094050562,301230600,1.1686478738443196
2026-09-15,35582.1015625,-0.3372269098802616,244283500,0.9418577538722444
2026-09-16,35491.30078125,-0.25518667325061806,265362900,1.009605586798585
2026-09-17,35874.30078125,1.0791376804152986,196436200,0.75896543329307
2026-09-18,35806.69921875,-0.18844008392585598,628419000,2.260495812390851
2026-09-21,36009.3984375,0.5660930026296862,260978441,0.9401072796873531
