companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fulldayPrice,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,tradeable,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,epsTrailingTwelveMonths,trailingPegRatio
[],[],86400,2,32.4,32.16,32.16,32.16,32.4,32.16,32.16,32.16,17.142555,563,563,4206,3470,3470,31.88,31.92,0.0295,501524032,22.59,34.19,34.19,11.75,32.16,32.9017,28.60215,0.0,0.0,32.4099,CAD,False,28.38052,0.0,Hamilton Capital Partners Inc.,1643155200,Exchange Traded Fund,0.40362018,ETF,HFIN.TO,en-US,US,ETF,Free Realtime Quote,True,HIGH,-0.7407459,32.16,-0.7416992,-0.022542885,3.55785,0.124391,15,15,False,REGULAR,[],1788874201,TOR,finmb_1762949171,America/Toronto,EDT,-14400000,ca_market,False,HAMILTON ENHANCED CDN FINANCIAL,Hamilton Enhanced Canadian Financials ETF,False,1643293800000,-0.24000168,32.16 - 32.16,Toronto,4206,9.57,0.42363876,22.59 - 34.19,-2.0299988,-0.059374053,41.36126,2.95,17.05552,17.05552,501524032.0,1.876033,
