phone,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fulldayPrice,fiftyDayAverage,twoHundredDayAverage,navPrice,currency,tradeable,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,cryptoTradeable,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,longName,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
+1 8003611392,[],[],86400,2,75.47,75.15,74.765,75.36,75.47,75.15,74.765,75.36,238346,238346,1925688,1589290,1589290,74.94,74.98,0,0,0.0229,7095477248,50.44,78.82,78.82,15.0,74.97,75.9972,65.6218,75.50112,CAD,False,32.76649,1.07,BMO Asset Management Inc,1255996800,Exchange Traded Fund,0.37178248,0.2044951,ETF,ZEB.TO,en-US,US,ETF,Free Realtime Quote,True,HIGH,False,REGULAR,[],1788881813,TOR,finmb_78751497,America/Toronto,EDT,-14400000,ca_market,False,BMO EQUAL WEIGHT BANKS INDEX ET,-0.5,74.765 - 75.36,Toronto,1925688,24.530003,0.48632044,50.44 - 78.82,-3.8499985,-0.04884545,48.73867,2.29,16.15684,16.15684,7095477200.0,-1.0271988,-0.0135162715,9.348198,0.14245567,15,15,BMO Equal Weight Banks Index ETF,-0.6625149,74.97,False,1271770200000,
