Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,thscode,thsname_cn,thsname_en,currency
2026-06-08T04:00:00.000Z,34511.19921875,34734.8984375,34436.69921875,34478.69921875,304138100,0.0,0.0,0.0,^GSPTSE,NA,NA,CAD
2026-06-09T04:00:00.000Z,34533.80078125,34739.0,33990.5,34411.69921875,292145500,0.0,0.0,0.0,^GSPTSE,NA,NA,CAD
2026-06-10T04:00:00.000Z,34234.19921875,34403.69921875,34123.5,34151.30078125,274572200,0.0,0.0,0.0,^GSPTSE,NA,NA,CAD
2026-06-11T04:00:00.000Z,34232.6015625,34746.3984375,34232.6015625,34671.5,307849700,0.0,0.0,0.0,^GSPTSE,NA,NA,CAD
2026-06-12T04:00:00.000Z,34745.5,35078.5,34739.69921875,34937.8984375,274433600,0.0,0.0,0.0,^GSPTSE,NA,NA,CAD
2026-06-15T04:00:00.000Z,35075.1015625,35398.30078125,35075.1015625,35275.6015625,290497600,0.0,0.0,0.0,^GSPTSE,NA,NA,CAD
2026-06-16T04:00:00.000Z,35340.1015625,35456.80078125,35261.0,35389.6015625,272818300,0.0,0.0,0.0,^GSPTSE,NA,NA,CAD
2026-06-17T04:00:00.000Z,35364.5,35629.8984375,35081.69921875,35125.1015625,297692400,0.0,0.0,0.0,^GSPTSE,NA,NA,CAD
2026-06-18T04:00:00.000Z,35214.80078125,35281.1015625,34893.8984375,34969.30078125,311270200,0.0,0.0,0.0,^GSPTSE,NA,NA,CAD
2026-06-19T04:00:00.000Z,34894.80078125,35006.0,34873.80078125,34968.8984375,128812800,0.0,0.0,0.0,^GSPTSE,NA,NA,CAD
2026-06-22T04:00:00.000Z,34857.80078125,35084.8984375,34857.80078125,35002.19921875,278255900,0.0,0.0,0.0,^GSPTSE,NA,NA,CAD
2026-06-23T04:00:00.000Z,34828.30078125,35059.80078125,34584.6015625,34927.3984375,306115000,0.0,0.0,0.0,^GSPTSE,NA,NA,CAD
