companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fulldayPrice,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,tradeable,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,marketState,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,shortName,longName,trailingPegRatio
[],[],86400,2,11.54,11.49,11.39,11.49,11.54,11.49,11.39,11.49,18.589685,123568,123568,538846,402200,402200,11.4,11.41,0,0,0.123100005,1327708160,8.5,12.14,12.14,6.23,11.43,11.7108,10.399975,0.0,0.0,11.5446,CAD,False,33.07926,0.0,Evolve Funds Group Inc,1643673600,Exchange Traded Fund,0.36771172,ETF,BANK.TO,en-US,US,ETF,Free Realtime Quote,True,HIGH,[],1788881734,TOR,finmb_1763417294,America/Toronto,EDT,-14400000,ca_market,False,-0.95320326,11.43,False,1643812200000,REGULAR,12.31,19.21887,19.21887,1327708160.0,0.61485714,-0.28079987,-0.023977855,1.0300255,0.09904115,15,15,False,-0.10999966,11.39 - 11.49,Toronto,538846,2.9300003,0.3447059,8.5 - 12.14,-0.71000004,-0.05848435,34.498833,EVOLVE CDN BANKS LIFECOS ENH YL,Evolve Canadian Banks and Lifecos Enhanced Yield Index Fund,
