Date,Close,daily_return_pct,volume,volume_current_inclusive_20d
2025-07-24,561.7164916992188,,42275500,
2025-07-25,563.068603515625,0.24071072086846446,30630800,
2025-07-28,564.8283081054688,0.3125204600037623,31498700,
2025-07-29,563.9534301757812,-0.15489271998813114,45463300,
2025-07-30,564.708984375,0.13397457286201675,43433800,
2025-07-31,561.7164916992188,-0.5299176670782502,64613600,
2025-08-01,550.6513671875,-1.9698770955159706,69400800,
2025-08-04,560.8118286132812,1.845171379066346,47669800,
2025-08-05,557.004150390625,-0.678958258079454,48666600,
2025-08-06,564.0130615234375,1.2583229636434767,41823700,
2025-08-07,565.9218139648438,0.3384234464802294,44463000,
2025-08-08,571.200927734375,0.932834472759736,35255500,
2025-08-11,569.5108032226562,-0.29588966502951397,33112900,
2025-08-12,576.6687622070312,1.2568609662662489,42143300,
2025-08-13,576.9571533203125,0.050009837914144484,41209300,
2025-08-14,576.5098266601562,-0.07753204160515503,45425000,
2025-08-15,573.974609375,-0.43975265778960493,49480200,
2025-08-18,573.7459106445312,-0.03984474691620665,29831000,
2025-08-19,565.9615478515625,-1.356761355252889,53752600,
2025-08-20,562.6013793945312,-0.5937096733491409,76781100,1.6747419788086446
2025-08-21,559.9966430664062,-0.4629807930667029,46436900,1.0083011260874186
2025-08-22,568.635986328125,1.542749116211084,51502100,1.0935055636993039
2025-08-25,566.99560546875,-0.28847644166305475,34044700,0.7208971601335381
2025-08-26,569.272216796875,0.4015218647493546,34103000,0.7309230070356403
2025-08-27,570.1470947265625,0.15368358122413994,36927100,0.7970088131103893
2025-08-28,573.7161865234375,0.6259949107671359,46787900,1.0296445982219733
2025-08-29,567.0750732421875,-1.1575607307671265,56030400,1.2514522091279419
2025-09-02,562.3229370117188,-0.8380083087233814,65876800,1.4420527878688312
2025-09-03,566.7470092773438,0.786749388018082,54230200,1.1799219922788609
2025-09-04,571.876953125,0.9051558744346044,47526300,1.0276853342772716
2025-09-05,572.7020874023438,0.14428528249561534,68342500,1.440611012577166
2025-09-08,575.4956665039062,0.4877892298653208,46371400,0.9661566803800379
2025-09-09,577.126220703125,0.28333040440151613,44007600,0.9066166850053162
2025-09-10,577.3150634765625,0.03272122573245717,49308000,1.008370262566258
2025-09-11,580.6754150390625,0.5820654569905326,44745800,0.9117741571002901
2025-09-12,583.240234375,0.44169587165403534,50745900,1.0284612925306904
2025-09-15,588.2310180664062,0.8556994866368184,44360300,0.9037338460704752
2025-09-16,587.7339477539062,-0.08450256739842565,36942100,0.7471936071046913
2025-09-17,586.5608520507812,-0.1995963832969183,69384800,1.3815413713447962
2025-09-18,591.849853515625,0.9016969759151117,61069300,1.2352915534884643
