Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-12-30,31976.19921875,32029.80078125,31866.30078125,31866.30078125,220444500,0.0,0.0
2025-12-31,31840.30078125,31881.80078125,31692.599609375,31712.80078125,135200300,0.0,0.0
2026-01-02,31815.69921875,31884.19921875,31685.5,31883.400390625,219395600,0.0,0.0
2026-01-05,31982.69921875,32318.30078125,31982.69921875,32220.0,375678700,0.0,0.0
2026-01-06,32227.80078125,32431.5,32170.599609375,32407.0,336760000,0.0,0.0
2026-01-07,32254.30078125,32254.30078125,31974.900390625,32135.5,344537700,0.0,0.0
2026-01-08,32090.69921875,32393.30078125,32036.19921875,32378.599609375,295144500,0.0,0.0
2026-01-09,32457.0,32679.69921875,32457.0,32612.900390625,248703700,0.0,0.0
2026-01-12,32676.69921875,32897.5,32676.69921875,32874.69921875,284082500,0.0,0.0
2026-01-13,32953.19921875,32978.6015625,32845.3984375,32870.3984375,294013500,0.0,0.0
2026-01-14,32894.8984375,32957.30078125,32708.19921875,32916.5,300731300,0.0,0.0
2026-01-15,32953.80078125,33099.30078125,32876.3984375,33028.8984375,229474100,0.0,0.0
2026-01-16,33031.30078125,33099.5,32859.80078125,33040.6015625,274987000,0.0,0.0
2026-01-19,33000.3984375,33100.5,32918.69921875,33091.0,104172900,0.0,0.0
2026-01-20,33030.0,33030.0,32693.69921875,32750.30078125,297629300,0.0,0.0
2026-01-21,32862.5,33015.80078125,32691.5,32851.5,337758800,0.0,0.0
2026-01-22,32928.19921875,33128.6015625,32879.69921875,33002.69921875,247652000,0.0,0.0
2026-01-23,33047.3984375,33152.80078125,32966.3984375,33145.0,266897500,0.0,0.0
2026-01-26,33232.6015625,33428.3984375,33068.19921875,33093.30078125,301551400,0.0,0.0
2026-01-27,33075.8984375,33167.30078125,32886.3984375,33096.3984375,273999400,0.0,0.0
2026-01-28,33143.0,33288.3984375,32966.5,33176.1015625,322650600,0.0,0.0
2026-01-29,33252.19921875,33427.8984375,32698.099609375,33016.1015625,400562800,0.0,0.0
2026-01-30,32835.30078125,32835.30078125,31726.80078125,31923.5,359763900,0.0,0.0
2026-02-02,31918.900390625,32235.30078125,31918.900390625,32183.900390625,316597500,0.0,0.0
2026-02-03,32289.0,32540.099609375,32051.099609375,32388.599609375,327761200,0.0,0.0
2026-02-04,32455.900390625,32574.900390625,32224.400390625,32571.599609375,372462900,0.0,0.0
2026-02-05,32436.5,32436.5,31926.099609375,31994.599609375,321404600,0.0,0.0
2026-02-06,32148.400390625,32478.0,32148.400390625,32471.0,304164200,0.0,0.0
2026-02-09,32481.19921875,33023.30078125,32481.19921875,33023.30078125,305814500,0.0,0.0
2026-02-10,33102.30078125,33292.19921875,33042.1015625,33256.80078125,271864500,0.0,0.0
2026-02-11,33564.0,33693.3984375,33033.30078125,33254.19921875,306055800,0.0,0.0
2026-02-12,33304.80078125,33310.6015625,32442.900390625,32465.30078125,359935600,0.0,0.0
2026-02-13,32530.19921875,33073.69921875,32458.80078125,33073.69921875,264204600,0.0,0.0
2026-02-17,32975.5,32975.5,32537.099609375,32896.6015625,304540800,0.0,0.0
2026-02-18,33008.69921875,33458.19921875,33008.69921875,33389.69921875,317192400,0.0,0.0
2026-02-19,33317.80078125,33595.6015625,33242.3984375,33595.0,286000700,0.0,0.0
2026-02-20,33568.69921875,33820.80078125,33537.0,33817.5,326279500,0.0,0.0
2026-02-23,33809.8984375,33998.5,33563.30078125,33776.5,304734500,0.0,0.0
2026-02-24,33703.80078125,33994.6015625,33614.69921875,33970.3984375,296481300,0.0,0.0
2026-02-25,34051.1015625,34262.19921875,33962.80078125,34127.30078125,292157700,0.0,0.0
2026-02-26,34124.30078125,34510.1015625,34047.5,34502.0,312498800,0.0,0.0
2026-02-27,34414.30078125,34495.30078125,34240.1015625,34340.0,496720700,0.0,0.0
2026-03-02,34304.8984375,34544.5,34116.19921875,34541.30078125,339526500,0.0,0.0
2026-03-03,34147.69921875,34147.69921875,33136.5,33784.8984375,357147400,0.0,0.0
2026-03-04,33905.1015625,34058.69921875,33764.80078125,33942.8984375,284038200,0.0,0.0
2026-03-05,33791.19921875,33836.0,33330.80078125,33610.0,323644600,0.0,0.0
2026-03-06,33352.1015625,33352.1015625,32882.80078125,33083.69921875,362627400,0.0,0.0
2026-03-09,32853.30078125,33241.30078125,32349.30078125,33189.30078125,407897600,0.0,0.0
2026-03-10,33274.8984375,33523.19921875,33166.0,33270.69921875,331734800,0.0,0.0
2026-03-11,33212.8984375,33282.1015625,32985.6015625,33119.80078125,312556900,0.0,0.0
2026-03-12,33056.0,33121.6015625,32820.30078125,32840.6015625,323839400,0.0,0.0
2026-03-13,32843.8984375,33051.1015625,32483.80078125,32541.900390625,264661100,0.0,0.0
2026-03-16,32569.099609375,32930.30078125,32569.099609375,32876.69921875,293390400,0.0,0.0
2026-03-17,33007.0,33255.1015625,32883.69921875,32929.1015625,238373400,0.0,0.0
2026-03-18,32777.6015625,32777.6015625,32287.69921875,32312.69921875,234006700,0.0,0.0
2026-03-19,32126.69921875,32126.69921875,31566.30078125,31855.0,362737200,0.0,0.0
2026-03-20,31796.80078125,31799.19921875,31146.30078125,31317.400390625,839660900,0.0,0.0
2026-03-23,31411.0,32050.80078125,31411.0,31883.80078125,438003400,0.0,0.0
2026-03-24,31757.900390625,32116.900390625,31572.400390625,31941.599609375,293098800,0.0,0.0
2026-03-25,32232.599609375,32453.099609375,32128.0,32382.599609375,312606500,0.0,0.0
2026-03-26,32161.099609375,32506.400390625,31867.900390625,31887.5,303605100,0.0,0.0
2026-03-27,31800.900390625,32104.099609375,31743.69921875,31960.69921875,305308100,0.0,0.0
2026-03-30,32088.099609375,32392.80078125,31778.0,31934.900390625,313314700,0.0,0.0
2026-03-31,32156.30078125,32779.80078125,32156.30078125,32768.0,365553300,0.0,0.0
2026-04-01,32920.19921875,33113.80078125,32859.30078125,32958.0,326524800,0.0,0.0
2026-04-02,32682.400390625,33144.8984375,32564.099609375,33108.19921875,306610300,0.0,0.0
2026-04-06,33090.0,33230.69921875,33077.69921875,33182.0,279089700,0.0,0.0
2026-04-07,33139.5,33239.19921875,32931.1015625,33237.5,278006500,0.0,0.0
2026-04-08,33559.1015625,33862.5,33480.5,33620.6015625,355384300,0.0,0.0
2026-04-09,33590.80078125,33737.1015625,33446.69921875,33477.69921875,310068400,0.0,0.0
2026-04-10,33528.19921875,33777.69921875,33528.19921875,33695.80078125,240672600,0.0,0.0
2026-04-13,33594.6015625,33913.5,33548.0,33879.19921875,270826100,0.0,0.0
2026-04-14,33935.8984375,34121.69921875,33844.30078125,34102.3984375,241305300,0.0,0.0
